year,month,day,title,links
1383,12,21,انعقاد موافقت نامه بنیان‌گذاری بانک مشترک ایران و ونزوئلا در میان نمایندگان نظام جمهوری اسلامی ایران با جمهوری بولیواری ونزوئلا,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'بانک مشترک ایران و ونزوئلا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9_%D9%85%D8%B4%D8%AA%D8%B1%DA%A9_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D9%88%D9%86%D8%B2%D9%88%D8%A6%D9%84%D8%A7'}]"
1383,8,0,پاییز - اجرای نمایش شب هزار و یکم در تالار چهارسوی تئاتر شهر در تهران از ۲۶ تا ۱۷,"[{'text': 'تئاتر شهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A6%D8%A7%D8%AA%D8%B1_%D8%B4%D9%87%D8%B1'}, {'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'شب هزار و یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A8_%D9%87%D8%B2%D8%A7%D8%B1%D9%88%DB%8C%DA%A9%D9%85'}, {'text': '۱', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1'}]"
1383,8,0,پاییز - تأسیس مدرسه اسلامی هنر در شهرستان قم توسط سید ابوالحسن نواب,"[{'text': 'سید ابوالحسن نواب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D9%86%D9%88%D8%A7%D8%A8'}, {'text': 'قم', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%85'}]"
1383,10,0,دی - تأسیس شهر نگین‌شهر در استان گلستان ایران,"[{'text': 'استان گلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'نگین\u200cشهر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DA%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D9%87%D8%B1'}]"
1383,3,3,انتصاب عزت‌الله ضرغامی به ریاست صدا و سیمای جمهوری اسلامی ایران با حکم سید علی خامنه‌ای,"[{'text': 'سید علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'صدا و سیمای جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D8%B5%D8%AF%D8%A7_%D9%88_%D8%B3%DB%8C%D9%85%D8%A7%DB%8C_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عزت\u200cالله ضرغامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B6%D8%B1%D8%BA%D8%A7%D9%85%DB%8C'}]"
1383,4,5,برخورد یک تانکر حامل ۴۰ تن بنزین با ۶ دستگاه اتوبوس در جاده زاهدان - بم ۱۰۰ مجروح و ۸۰ کشته,"[{'text': 'بنزین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%B2%DB%8C%D9%86'}, {'text': '۱', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1'}]"
1383,3,17,برگزاری دادگاه شهلا جاهد محکوم به جنایت قتل لاله سحرخیزان,"[{'text': 'شهلا جاهد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D8%AC%D8%A7%D9%87%D8%AF'}, {'text': 'قتل', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84'}]"
1383,11,26,آتش‌سوزی در مسجد ارگ تهران ،۳۵۰ نفر مجروح و ۸۰ نفر کشته.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'مسجد ارگ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D8%A7%D8%B1%DA%AF'}]"
1383,4,28,تأسیس شهر باروق در استانبایجان غربی ایران,"[{'text': 'باروق', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D9%88%D9%82'}]"
1384,1,13,مرگ پاپ ژان پل دوم و سفر بیش از ۴ میلیون نفر به واتیکان,"[{'text': 'واتیکان', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D8%AA%DB%8C%DA%A9%D8%A7%D9%86'}, {'text': 'پاپ ژان پل دوم', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D9%BE_%DA%98%D8%A7%D9%86_%D9%BE%D9%84_%D8%AF%D9%88%D9%85'}]"
1384,1,20,ازدواج پرنس چارلز با کامیلا پارکر در تالار صنف ویندسور پس از تعویقی که به خاطر مرگ پاپ در نظر گرفته شده بود.,"[{'text': 'کامیلا پارکر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%84%DA%A9%D9%87_%DA%A9%D8%A7%D9%85%DB%8C%D9%84%D8%A7'}]"
1384,1,26,آغاز ناآرامی‌های اهواز,[]
1384,1,29,کشته شدن ۵ نفر بر اثر برخوردهای قومی در خوزستان,[]
1384,1,29,جوزف راتزینگر به عنوان پاپ بندیکت شانزدهم انتخاب شد.,"[{'text': 'بندیکت شانزدهم', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D9%BE_%D8%A8%D9%86%D8%AF%DB%8C%DA%A9%D8%AA_%D8%B4%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85'}]"
1384,1,31,حادثه ۳۱ فروردین فروند بوئینگ ۷۰۷ هواپیمایی ساها,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۱ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]"
1384,2,5,قطاری مسافربری در آماگاساکی هیوگو ژاپن از ریل خارج شد و ۱۰۷ کشته و ۴۵۶ زخمی بر جای گذاشت. (به حادثه قطار آماگاساکی مراجعه کنید),"[{'text': 'ژاپن', 'url': 'https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%BE%D9%86'}]"
1384,2,6,سوریه پس از فشارهای زیاد خارجی، آخرین دستهٔ سربازان خود را که ۱۴٬۰۰۰ نفر بودند از لبنان خارج ساخت.,"[{'text': 'سوریه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%DB%8C%D9%87'}, {'text': 'لبنان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%A8%D9%86%D8%A7%D9%86'}]"
1384,3,3,گشایش موزه هدایای ریاست‌جمهوری خاتمی,"[{'text': 'موزه هدایای ریاست\u200cجمهوری خاتمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B2%D9%87_%D9%87%D8%AF%D8%A7%DB%8C%D8%A7%DB%8C_%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%AE%D8%A7%D8%AA%D9%85%DB%8C'}]"
1384,3,16,عبدالحلیم خدام، نخست‌وزیر سوریه استعفا داد.,"[{'text': 'سوریه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%DB%8C%D9%87'}, {'text': 'عبدالحلیم خدام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D9%84%DB%8C%D9%85_%D8%AE%D8%AF%D8%A7%D9%85'}, {'text': 'نخست\u200cوزیر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%AE%D8%B3%D8%AA%E2%80%8C%D9%88%D8%B2%DB%8C%D8%B1'}]"
1384,3,22,تجمع ۲۲ خرداد,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۲ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1384,3,27,نهمین دورهٔ انتخابات ریاست جمهوری ایران,[]
1384,4,3,برگزاری مرحله دوم انتخابات ریاست‌جمهوری ایران (۱۳۸۴),"[{'text': 'انتخابات ریاست\u200cجمهوری ایران (۱۳۸۴)', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA_%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_(%DB%B1%DB%B3%DB%B8%DB%B4)'}]"
1384,4,3,محمود احمدی‌نژاد، با به دست آوردن بیش از هفده میلیون رأی بر اکبر هاشمی رفسنجانی غلبه کرد و ششمین رئیس‌جمهور ایران لقب گرفت.,"[{'text': 'اکبر هاشمی رفسنجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D9%87%D8%A7%D8%B4%D9%85%DB%8C_%D8%B1%D9%81%D8%B3%D9%86%D8%AC%D8%A7%D9%86%DB%8C'}, {'text': 'محمود احمدی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]"
1384,4,19,توفان دنیس (درجه سه) به ساحل ناوار فلوریدا رسید و جان ۱۰ نفر را پس از کشتن ۵۰ نفر در کارائیب گرفت.,[]
1384,5,12,آغاز ریاست‌جمهوری محمود احمدی‌نژاد,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمود احمدی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]"
1384,5,19,سیل کلاله گلستان,[]
1384,5,23,معرفی کابینه پیشنهادی دولت نهم به مجلس شورای اسلامی,"[{'text': 'دولت نهم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%D9%86%D9%87%D9%85_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]"
1384,5,23,پرواز ۵۲۲ خطوط هوایی هلیوس با کوهی در یونان برخورد کرده و ۱۲۱ کشته بر جای گذاشت.,"[{'text': 'یونان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D9%86%D8%A7%D9%86'}]"
1384,6,0,۲۷ شهریور/سنبله. برگزاری نخستین انتخابات پارلمانی افغانستان در نظام جمهوری اسلامی,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۲۷ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2%DB%B7_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۷ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B7_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]"
1384,6,7,با هجوم توفان کاترینا به خطوط ساحلی لوییزیانا، میسی‌سیپی و آلاباما صدمات شدیدی به سواحل خلیج آمریکا وارد شد و  باعث مرگ ۱٬۸۳۶ تن و آوارگی یک میلیون نفر شد. پس از چند ساعت، سدها از بین رفتند و نیواولئان نیز به زیر آب رفت.,"[{'text': 'آلاباما', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%84%D8%A7%D8%A8%D8%A7%D9%85%D8%A7'}, {'text': 'خلیج آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D8%AC_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}]"
1384,6,9,هجوم جمعیت زیاد روی پل الائمهٔ بغداد موجب مرگ صدها انسان شد.,[]
1384,6,25,انتشار اولین شمارهٔ گاهنامهٔ بارقهٔ امید لاورستان,"[{'text': 'لاورستان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D9%88%D8%B1%D8%B3%D8%AA%D8%A7%D9%86'}]"
1384,7,2,توفان ریتا خلیج آمریکا را درنوردید. منطقهٔ ۹ نیواورلئان برای دومین بار در طول ۲ ماه و نیم دچار سیل شد. مناطق لوییزیانا، میسی‌سیپی، تکزاس و آلاباما نیز بی نصیب نماندند.,"[{'text': 'آلاباما', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%84%D8%A7%D8%A8%D8%A7%D9%85%D8%A7'}, {'text': 'خلیج آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D8%AC_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}]"
1384,7,16,زلزله در کشمیر باعث مرگ ۸۰٬۰۰۰ نفر شد.,[]
1384,8,7,قطاری در آندراپرادش هند از ریل خارج گردید و باعث مرگ ۷۷ نفر شد.,"[{'text': 'اپرا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%BE%D8%B1%D8%A7'}, {'text': 'هند', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%AF'}]"
1384,9,6,زمین‌لرزه قشم,[]
1384,9,14,حادثه ۱۴ آذر فروند لاکهید سی-۱۳۰ هرکولس آجا,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۴ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%A2%D8%B0%D8%B1'}]"
1384,9,15,سقوط هواپیمای سی-۱۳۰ (۱۳۸۴),"[{'text': 'سقوط هواپیمای سی-۱۳۰ (۱۳۸۴)', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C_%D8%B3%DB%8C-%DB%B1%DB%B3%DB%B0_(%DB%B1%DB%B3%DB%B8%DB%B4)'}]"
1384,9,15,سقوط هواپیمای سی-۱۳۰ روی یک ساختمان مسکونی ده طبقه در تهران و کشته شدن ۹۴ سرنشین هواپیما و ۳۴ نفر از ساکنین (جمعاً ۱۲۸ نفر),"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'هواپیما', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7'}]"
1384,9,18,انجام قرعه‌کشی برای جام جهانی فوتبال ۲۰۰۶.,"[{'text': 'جام جهانی فوتبال ۲۰۰۶', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%DB%B2%DB%B0%DB%B0%DB%B6'}]"
1384,10,1,اعتراضات رانندگان اتوبوس در تهران، دستگیری منصور اوسانلو وگر فعالان اتحادیه را در پی داشت.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]"
1384,10,19,حادثه ۱۹ دی داسو فالکون ۲۰ سپاه پاسداران انقلاب اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سپاه پاسداران انقلاب اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': '۹ دی', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%AF%DB%8C'}]"
1384,10,19,سقوط هواپیمای سپاه و شهادت احمد کاظمی، سعید مهتدی، غلامرضا یزدانی، احمد الهامی نژاد، نبی الله شاهمرادی و چند تنگر,"[{'text': 'احمد کاظمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C'}, {'text': 'غلامرضا یزدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C'}, {'text': 'هواپیما', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7'}]"
1384,12,22,دانشگاه صنعتی شریف شاهد ناآرامی‌هایی در اجرای طرح تدفین کشتگان جنگی در دانشگاه بود.,"[{'text': 'دانشگاه صنعتی شریف', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%B5%D9%86%D8%B9%D8%AA%DB%8C_%D8%B4%D8%B1%DB%8C%D9%81'}]"
1384,12,25,کشتار مسافران عبوری جاده زابل - زاهدان در منطقه تاسوکی توسط گروهک تروریستی جندالله,"[{'text': 'جندالله', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%AF%D8%A7%D9%84%D9%84%D9%87'}]"
1385,1,0,فروردین - انتشار آلبوم پاپ کورن، شادمهر عقیلی.,"[{'text': 'شادمهر عقیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%AF%D9%85%D9%87%D8%B1_%D8%B9%D9%82%DB%8C%D9%84%DB%8C'}, {'text': 'پاپ کورن', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%81_%D9%81%DB%8C%D9%84'}]"
1385,1,8,حادثه سقوط ۸ فروردین هواگرد باری آنتونوف ای‌ان-۱۲,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]"
1385,1,11,زمین‌لرزه بروجرد,[]
1385,1,22,اعلام تکمیل شدن چرخهٔ سوخت هسته‌ای توسط محمود احمدی‌نژاد، رئیس‌جمهور ایران.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سوخت هسته\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%88%D8%AE%D8%AA_%D9%87%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'محمود احمدی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]"
1385,1,28,موزه هنرهای معاصر فلسطین به شکل موقت شروع به کار کرد,"[{'text': 'موزه هنرهای معاصر فلسطین', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B2%D9%87_%D9%87%D9%86%D8%B1%D9%87%D8%A7%DB%8C_%D9%85%D8%B9%D8%A7%D8%B5%D8%B1_%D9%81%D9%84%D8%B3%D8%B7%DB%8C%D9%86'}]"
1385,2,0,انتشار کاریکاتوری در هفته‌نامه «ایران جمعه» و سوئ تفاهم‌های ناشی از آن به تظاهرات‌های گسترده‌ای در تهران و مناطق آذری‌زبان منجر شد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1385,2,19,سیل دشت مغان اردبیل,[]
1385,2,22,جنجال کاریکاتور روزنامه ایران,"[{'text': 'جنجال کاریکاتور روزنامه ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%AC%D8%A7%D9%84_%DA%A9%D8%A7%D8%B1%DB%8C%DA%A9%D8%A7%D8%AA%D9%88%D8%B1_%D8%B1%D9%88%D8%B2%D9%86%D8%A7%D9%85%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]"
1385,3,1,اعتراض گسترده ترک های آذربایجان ایران به کاریکاتور منتشر شده توسط روزنامه ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]"
1385,3,7,رونمایی رسمی لینوکس شریف در دانشگاه صنعتی شریف,"[{'text': 'لینوکس شریف', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%86%D9%88%DA%A9%D8%B3_%D8%B4%D8%B1%DB%8C%D9%81'}]"
1385,3,21,رقابت ۲۱ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال مکزیک در جام جهانی فوتبال ۲۰۰۶,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۱ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1385,3,22,تجمع ۲۲ خرداد,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۲ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1385,3,27,رقابت ۲۷ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال پرتغال در جام جهانی فوتبال ۲۰۰۶,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۷ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B7_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1385,3,31,رقابت ۳۱ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال آنگولا در جام جهانی فوتبال ۲۰۰۶,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۱ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1385,4,5,تأسیس شورای راهبردی روابط خارجی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شورای راهبردی روابط خارجی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%B1%D8%A7%D9%87%D8%A8%D8%B1%D8%AF%DB%8C_%D8%B1%D9%88%D8%A7%D8%A8%D8%B7_%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1385,4,18,قهرمانی ایتالیا در جام جهانی ۲۰۰۶,[]
1385,5,0,ِ ۳۱ - پاسخ ایران به بسته پیشنهادی کشورهای ۱+۵ توسط علی لاریجانی، دبیر شورای عالی امنیت ملی کشور به نمایندگان این کشورها در ایران داده شد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شورای عالی امنیت ملی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%B9%D8%A7%D9%84%DB%8C_%D8%A7%D9%85%D9%86%DB%8C%D8%AA_%D9%85%D9%84%DB%8C'}, {'text': 'علی لاریجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%84%D8%A7%D8%B1%DB%8C%D8%AC%D8%A7%D9%86%DB%8C'}, {'text': 'کشورهای ۱+۵', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%88%D9%87_%DB%B1%2B%DB%B5'}]"
1385,5,9,فیدل کاسترو به دلیل خونریزی تحت عمل جراحی روده قرار گرفت و بخاطر بیماری از رهبری کوبا کنار رفت و رائول کاسترو برادرش را جانشین خود کرد.,"[{'text': 'رائول کاسترو', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%A6%D9%88%D9%84_%DA%A9%D8%A7%D8%B3%D8%AA%D8%B1%D9%88'}, {'text': 'فیدل کاسترو', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%AF%D9%84_%DA%A9%D8%A7%D8%B3%D8%AA%D8%B1%D9%88'}]"
1385,5,20,حادثه ۲۰ مرداد سقوط هلیکوپتر کاموف-۵۰,"[{'text': 'مرداد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AF%D8%A7%D8%AF'}]"
1385,5,25,رقابت ۲۵ مرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۲۰۰۷,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'مرداد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۵ مرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D9%85%D8%B1%D8%AF%D8%A7%D8%AF'}]"
