year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,link,link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports,type,details,details_english,era_persian,era_english,date_gregorian,date
828,08,05,الغ‌بیگ,,1449,10,27,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D8%BA%E2%80%8C%D8%A8%DB%8C%DA%AF,https://en.wikipedia.org/wiki/Ulugh_Beg,Ulugh Beg,,,,,,,death,پنجمین پادشاه ایران از امپراتوری تیموری,Fifth King of Iran from Timurid Empire,دوران اسلامی,Islamic Era,,"آبان 05, 828"
871,08,27,جامی,,1492,11,17,https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Jami,Jami,,,,,,,death,شاعر,poet,دوران اسلامی,Islamic Era,,"آبان 27, 871"
880,09,30,تاج‌گذاری شاه اسماعیل یکم,"[{'text': 'شاه اسماعیل یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85'}]",1501,12,21,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85,https://en.wikipedia.org/wiki/Ismail_I,Ismail I,,,,,,,event,,,دوران اسلامی,Islamic Era,,"آذر 30, 880"
889,09,16,نبرد مرو میان صفویان با همراهی بابر گورکانی در برابر شیبانیان,"[{'text': 'نبرد مرو', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D8%B1%D9%88'}]",1510,12,08,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D8%B1%D9%88,https://en.wikipedia.org/wiki/Battle_of_Merv,Battle of Merv,1.0,,,,,,event,,,صفویان,Safavid,,"آذر 16, 889"
891,09,01,جنگ غجدوان,"[{'text': 'جنگ غجدوان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%BA%D8%AC%D8%AF%D9%88%D8%A7%D9%86'}]",1512,11,22,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%BA%D8%AC%D8%AF%D9%88%D8%A7%D9%86,https://en.wikipedia.org/wiki/Battle_of_Ghazdewan,Battle of Ghazdewan,1.0,,,,,,event,,,صفویان,Safavid,,"آذر 01, 891"
891,09,01,نجم ثانی,,1512,11,22,https://fa.wikipedia.org/wiki/%D9%86%D8%AC%D9%85_%D8%AB%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Najm-e_Sani,Najm-e Sani,,,,,,,death,از سرداران ایران در زمان دودمان صفوی,One of the Iranian commanders at the time of the Safavid dynasty,صفویان,Safavid,,"آذر 01, 891"
893,05,31,وقوع جنگ چالدران در دشت چالدران (در شمال آذربایجان غربی) و شکست سپاه قزلباش ایران به فرماندهی شاه اسماعیل یکم صفوی از ارتش عثمانی به فرماندهی سلطان سلیم یکم,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'آذربایجان غربی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86_%D8%BA%D8%B1%D8%A8%DB%8C'}, {'text': 'جنگ چالدران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%DA%86%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D9%86'}, {'text': 'سلطان سلیم یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%84%DB%8C%D9%85_%DB%8C%DA%A9%D9%85'}, {'text': 'شاه اسماعیل یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85'}, {'text': 'عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'قزلباش', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B2%D9%84%D8%A8%D8%A7%D8%B4'}]",1514,08,23,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86_%D8%BA%D8%B1%D8%A8%DB%8C,https://en.wikipedia.org/wiki/West_Azerbaijan_province,West Azerbaijan province,1.0,,,,,,event,,,صفویان,Safavid,,"مرداد 31, 893"
894,07,22,تصرف جزیره‌های راهبردی دریای پارس توسط نیروی دریایی پرتغال به فرماندهی آلفونس دالبوکرکی,"[{'text': 'دریای پارس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D8%AC_%D9%81%D8%A7%D8%B1%D8%B3'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1515,10,15,https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D8%AC_%D9%81%D8%A7%D8%B1%D8%B3,https://en.wikipedia.org/wiki/Persian_Gulf,Persian Gulf,,,,,,,event,,,صفویان,Safavid,,"مهر 22, 894"
903,03,02,شاه اسماعیل یکم,,1524,05,23,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85,https://en.wikipedia.org/wiki/Ismail_I,Ismail I,,,,,,,death,نخستین شاه ایران از دودمان صفوی,The first king of Iran from the Safavid dynasty,صفویان,Safavid,,"خرداد 02, 903"
907,07,02,نبرد جام,"[{'text': 'نبرد جام', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AC%D8%A7%D9%85'}]",1528,09,24,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AC%D8%A7%D9%85,<No English page found>,Cup battle,1.0,,,,,,event,,,صفویان,Safavid,,"مهر 02, 907"
908,06,30,عقب‌نشینی ارتش عثمانی از وین، نیروی عثمانی به سبب بدی هوا و شیوع بیماری میان سربازانش از محاصره وین دست کشید. این محاصره ۹ سال طول کشید. (۲۱ سپتامبر ۱۵۲۹),"[{'text': 'ارتش', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'وین', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%86'}, {'text': '۲۱ سپتامبر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2%DB%B1_%D8%B3%D9%BE%D8%AA%D8%A7%D9%85%D8%A8%D8%B1'}]",1529,09,21,https://fa.wikipedia.org/wiki/%DB%B2%DB%B1_%D8%B3%D9%BE%D8%AA%D8%A7%D9%85%D8%A8%D8%B1,https://en.wikipedia.org/wiki/September_21,September 21,,,,,,,event,,,صفویان,Safavid,,"شهریور 30, 908"
961,07,06,وحشی بافقی,,1582,09,28,https://fa.wikipedia.org/wiki/%D9%88%D8%AD%D8%B4%DB%8C_%D8%A8%D8%A7%D9%81%D9%82%DB%8C,https://en.wikipedia.org/wiki/Vahshi_Bafqi,Vahshi Bafqi,,,,,,,death,شاعر سده دهم,The tenth century poet,صفویان,Safavid,,"مهر 06, 961"
964,07,30,اعزام شدن حمزه میرزای صفوی، با لشکریان محلی اصفهان، فارس، یزد و کرمان، به سمت مرزهای شمالی، برای جنگ با عثمانی,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'حمزه میرزای صفوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%B2%D9%87_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7'}, {'text': 'عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'لشکریان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%B4%DA%A9%D8%B1%DB%8C%D8%A7%D9%86'}, {'text': 'کرمان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%85%D8%A7%D9%86'}, {'text': 'یزد', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%B2%D8%AF'}]",1585,10,22,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%B2%D9%87_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7,https://en.wikipedia.org/wiki/Hamza_Mirza,Hamza Mirza,1.0,,,,,,event,,,صفویان,Safavid,,"مهر 30, 964"
969,02,31,منعقد شدن عهدنامه فرهاد پاشا در میان دودمان صفوی با امپراتوری عثمانی,"[{'text': 'عهدنامه فرهاد پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7'}]",1590,05,21,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7,https://en.wikipedia.org/wiki/Treaty_of_Constantinople_(1590),Treaty of Constantinople (1590),,,,,,,event,,,صفویان,Safavid,,"اردیبهشت 31, 969"
973,06,29,ابوریحان بیرونی، همه چیزدان,"[{'text': 'ابوریحان بیرونی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%B1%DB%8C%D8%AD%D8%A7%D9%86_%D8%A8%DB%8C%D8%B1%D9%88%D9%86%DB%8C'}]",1594,09,20,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%B1%DB%8C%D8%AD%D8%A7%D9%86_%D8%A8%DB%8C%D8%B1%D9%88%D9%86%DB%8C,https://en.wikipedia.org/wiki/Al-Biruni,Al-Biruni,,,,,,,event,,,صفویان,Safavid,,"شهریور 29, 973"
977,08,21,انتخاب اصفهان به عنوان پایتخت ایران توسط شاه عباس یکم صفوی,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'شاه عباس یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D8%B2%D8%B1%DA%AF'}]",1598,11,12,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D8%B2%D8%B1%DA%AF,https://en.wikipedia.org/wiki/Abbas_the_Great,Abbas the Great,,,,,,,event,,,صفویان,Safavid,,"آبان 21, 977"
991,08,30,منعقد شدن عهدنامه نصوح پاشا میان امپراتوری صفوی و امپراتوری عثمانی,"[{'text': 'عهدنامه نصوح پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%86%D8%B5%D9%88%D8%AD_%D9%BE%D8%A7%D8%B4%D8%A7'}]",1612,11,20,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%86%D8%B5%D9%88%D8%AD_%D9%BE%D8%A7%D8%B4%D8%A7,https://en.wikipedia.org/wiki/Treaty_of_Nasuh_Pasha,Treaty of Nasuh Pasha,,,,,,,event,,,صفویان,Safavid,,"آبان 30, 991"
992,03,13,الله‌وردی خان,,1613,06,03,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D9%87%E2%80%8C%D9%88%D8%B1%D8%AF%DB%8C_%D8%AE%D8%A7%D9%86,https://en.wikipedia.org/wiki/Allahverdi_Khan,Allahverdi Khan,,,,,,,death,سپهسالار و حاکم استان فارس در دوران دودمان صفوی,Sepahsalar and ruler of Fars province during the Safavid dynasty,صفویان,Safavid,,"خرداد 13, 992"
997,07,04,بین ایران و امپراتوری عثمانی عهدنامه سراب امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه سراب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B3%D8%B1%D8%A7%D8%A8'}]",1618,09,26,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ottoman_Empire,Ottoman Empire,,,,,,,event,,,صفویان,Safavid,,"مهر 04, 997"
1001,02,10,بازپس‌گیری هرمز,"[{'text': 'بازپس\u200cگیری هرمز', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%D9%BE%D8%B3%E2%80%8C%DA%AF%DB%8C%D8%B1%DB%8C_%D9%87%D8%B1%D9%85%D8%B2'}]",1622,04,30,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%D9%BE%D8%B3%E2%80%8C%DA%AF%DB%8C%D8%B1%DB%8C_%D9%87%D8%B1%D9%85%D8%B2,https://en.wikipedia.org/wiki/Anglo-Persian_capture_of_Hormuz,Anglo-Persian capture of Hormuz,,,,,,,event,,,صفویان,Safavid,,"اردیبهشت 10, 1001"
1001,11,05,فتح بغداد طی نبرد شاه عباس بزرگ با امپراتوری عثمانی,[],1623,01,25,,,Conquest of Baghdad during the battle of King Abbas the Great with the Ottoman Empire,1.0,,,,,,event,,,صفویان,Safavid,,"بهمن 05, 1001"
1018,02,27,بین ایران و امپراتوری عثمانی عهدنامه زهاب امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه زهاب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B2%D9%87%D8%A7%D8%A8'}]",1639,05,17,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ottoman_Empire,Ottoman Empire,,,,,,,event,,,صفویان,Safavid,,"اردیبهشت 27, 1018"
1046,09,04,شهر شماخی، واقع در شمال منطقه قفقاز، به وسیله یک زلزله شدید ویران شد و ۸۰ هزار نفر در این شهر را به کام مرگ فرستاد.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شماخی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%85%D8%A7%D8%AE%DB%8C'}, {'text': 'قفقاز', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%81%D9%82%D8%A7%D8%B2'}]",1667,11,25,,,"The city of you, north of the Caucasus area, was destroyed by a severe earthquake and sent 6,000 people to death.",,,1.0,,,,event,,,صفویان,Safavid,,"آذر 04, 1046"
1070,08,02,به رسمیت شناختن حاکمیت هخامنشیان بر قبرس، در زمان اردشیر یکم (پسر خشایارشا)، با امضای قراردادی میان دولت ایران و رئیس هیئت اعزامی یونان در شوش، عهدنامه کالیاس.,"[{'text': 'اردشیر یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%DB%8C%DA%A9%D9%85'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خشایارشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B4%D8%A7%DB%8C%D8%A7%D8%B1%D8%B4%D8%A7'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شوش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B4'}, {'text': 'عهدنامه کالیاس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%DA%A9%D8%A7%D9%84%DB%8C%D8%A7%D8%B3'}, {'text': 'قبرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A8%D8%B1%D8%B3'}, {'text': 'هخامنشیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C'}, {'text': 'یونان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D9%86%D8%A7%D9%86'}]",1691,10,24,https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%DB%8C%DA%A9%D9%85,<No English page found>,"Recognizing the Achaemenid rule over Cyprus, during the reign of Ardashir I (son of Xerxes), signed a contract between the Iranian government and the head of the Greek expedition in Susa, the Calias treaty.",1.0,,,,,,event,,,صفویان,Safavid,"October 24, 1691","آبان 02, 1070"
1073,05,08,شاه سلیمان یکم,,1694,07,29,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86_%DB%8C%DA%A9%D9%85,https://en.wikipedia.org/wiki/Suleiman_I_of_Persia,Suleiman I of Persia,,,,,,,death,هشتمین شاه ایران در زمان دودمان صفوی.,The eighth king of Iran during the Safavid dynasty.,صفویان,Safavid,"July 29, 1694","مرداد 08, 1073"
1081,07,04,نبرد سالامیس میان شاهنشاهی هخامنشی و دولت شهر های یونان در ۴ و ۵ مهر,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'شاهنشاهی هخامنشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C'}, {'text': 'نبرد سالامیس', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%B3%D8%A7%D9%84%D8%A7%D9%85%DB%8C%D8%B3'}, {'text': 'یونان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D9%86%D8%A7%D9%86'}, {'text': '۵ مهر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D9%85%D9%87%D8%B1'}]",1702,09,26,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C,https://en.wikipedia.org/wiki/Achaemenid_Empire,Achaemenid Empire,1.0,,,,,,event,,,صفویان,Safavid,"September 26, 1702","مهر 04, 1081"
1100,12,17,نبرد گلون‌آباد,"[{'text': 'نبرد گلون\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%AF%D9%84%D9%88%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]",1722,03,08,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%AF%D9%84%D9%88%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF,https://en.wikipedia.org/wiki/Battle_of_Gulnabad,Battle of Gulnabad,1.0,,,,,,event,,,صفویان,Safavid,"March 08, 1722","اسفند 17, 1100"
1100,12,17,آغاز سقوط اصفهان,"[{'text': 'سقوط اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]",1722,03,08,https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86,https://en.wikipedia.org/wiki/Siege_of_Isfahan,Siege of Isfahan,,,,,,,event,,,صفویان,Safavid,"March 08, 1722","اسفند 17, 1100"
1101,08,01,پایان سقوط اصفهان,"[{'text': 'سقوط اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]",1722,10,23,https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86,https://en.wikipedia.org/wiki/Siege_of_Isfahan,Siege of Isfahan,,,,,,,event,,,صفویان,Safavid,"October 23, 1722","آبان 01, 1101"
1102,06,30,بین ایران و امپراتوری روسیه پیمان سن پترزبورگ (۱۷۲۳) امضا شد,"[{'text': 'امپراتوری روسیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B1%D9%88%D8%B3%DB%8C%D9%87'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پیمان سن پترزبورگ (۱۷۲۳)', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%D8%B3%D9%86%D8%AA_%D9%BE%D8%AA%D8%B1%D8%B2%D8%A8%D9%88%D8%B1%DA%AF_(%DB%B1%DB%B7%DB%B2%DB%B3)'}]",1723,09,21,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B1%D9%88%D8%B3%DB%8C%D9%87,https://en.wikipedia.org/wiki/Russian_Empire,Russian Empire,,,,,,,event,,,صفویان,Safavid,"September 21, 1723","شهریور 30, 1102"
1108,08,21,نبرد مورچه خورت,"[{'text': 'نبرد مورچه خورت', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%88%D8%B1%DA%86%D9%87%E2%80%8C%D8%AE%D9%88%D8%B1%D8%AA'}]",1729,11,12,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%88%D8%B1%DA%86%D9%87%E2%80%8C%D8%AE%D9%88%D8%B1%D8%AA,https://en.wikipedia.org/wiki/Battle_of_Murche-Khort,Battle of Murche-Khort,1.0,,,,,,event,,,صفویان,Safavid,"November 12, 1729","آبان 21, 1108"
1110,10,20,بسته شدن عهدنامه احمد پاشا بین دودمان صفوی از ایران و امپراتوری عثمانی,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه احمد پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%A7%D8%AD%D9%85%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7'}]",1732,01,10,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%A7%D8%AD%D9%85%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7,https://en.wikipedia.org/wiki/Treaty_of_Ahmet_Pasha,Treaty of Ahmet Pasha,,,,,,,event,,,صفویان,Safavid,"January 10, 1732","دی 20, 1110"
1110,11,12,امضا شدن عهدنامه رشت میان ایران با امپراتوری روسیه,"[{'text': 'عهدنامه رشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B1%D8%B4%D8%AA'}]",1732,02,01,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B1%D8%B4%D8%AA,https://en.wikipedia.org/wiki/Treaty_of_Resht,Treaty of Resht,,,,,,,event,,,صفویان,Safavid,"February 01, 1732","بهمن 12, 1110"
1112,08,18,نبرد آق‌دربند,"[{'text': 'نبرد آق\u200cدربند', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%DA%A9%D9%88%DA%A9_(%DB%B1%DB%B7%DB%B3%DB%B3)'}]",1733,11,09,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%DA%A9%D9%88%DA%A9_(%DB%B1%DB%B7%DB%B3%DB%B3),https://en.wikipedia.org/wiki/Battle_of_Kirkuk_(1733),Battle of Kirkuk (1733),1.0,,,,,,event,,,صفویان,Safavid,"November 09, 1733","آبان 18, 1112"
1113,08,12,آغاز محاصره گنجه,[],1734,11,03,,,The beginning of the siege of the closet,,,,,,,event,,,صفویان,Safavid,"November 03, 1734","آبان 12, 1113"
1113,12,19,انعقاد قرارداد دفاعی ایران و امپراتوری روسیه در زمان نادرشاه موسوم به پیمان گنجه,"[{'text': 'پیمان گنجه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%DA%AF%D9%86%D8%AC%D9%87'}]",1735,03,10,https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%DA%AF%D9%86%D8%AC%D9%87,https://en.wikipedia.org/wiki/Treaty_of_Ganja,Treaty of Ganja,,,,,,,event,,,صفویان,Safavid,"March 10, 1735","اسفند 19, 1113"
