years,title,links,day,month
1366.0,جنگ ایران و عراق: آغاز عملیات کربلای ۸ در شرق بصره,"[{'text': 'بصره', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B5%D8%B1%D9%87'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'عملیات کربلای ۸', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B8'}]",18,1
1360.0,آزادسازی ۲۰ فروردین قصر شیرین از نظامیان عراق,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': 'قصر شیرین', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%B4%DB%8C%D8%B1%DB%8C%D9%86'}]",20,1
1366.0,عملیات کربلای ۹,"[{'text': 'عملیات کربلای ۹', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B9'}]",20,1
1392.0,زمین‌لرزه دشتی,[],20,1
1349.0,نخستین قهرمانی باشگاه فوتبال تاج (استقلال تهران کنونی) در جام باشگاه‌های آسیا ۱۹۷۰,"[{'text': 'استقلال تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%D8%B3%D8%AA%D9%82%D9%84%D8%A7%D9%84_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",21,1
1351.0,زمین‌لرزه قیر و کارزین,[],21,1
1358.0,بنیان‌گذاری بنیاد مسکن انقلاب اسلامی,"[{'text': 'بنیاد مسکن انقلاب اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%DB%8C%D8%A7%D8%AF_%D9%85%D8%B3%DA%A9%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",21,1
1400.0,حادثه نطنز,[],21,1
1379.0,رقابت ۲۳ فروردین تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۲۰۰۰,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۳ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",23,1
1386.0,حادثه ۲۳ فروردین هواگرد آموزشی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۳ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",23,1
1389.0,انحلال سازمان مجاهدین انقلاب اسلامی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سازمان مجاهدین انقلاب اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D8%AC%D8%A7%D9%87%D8%AF%DB%8C%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",23,1
1404.0,آغاز مذاکرات غیرمستقیم ایران و آمریکا با میانجیگری عمان,[],23,1
1268.0,آغاز سومین سفر ناصرالدین‌شاه به اروپا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",24,1
1366.0,آغاز عملیات کربلای ۱۰,"[{'text': 'عملیات کربلای ۱۰', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B1%DB%B0'}]",25,1
1396.0,سیل شمال غرب ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",25,1
1403.0,توقیف کشتی ام‌اس‌سی آریس توسط ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'توقیف کشتی ام\u200cاس\u200cسی آریس توسط ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%82%DB%8C%D9%81_%DA%A9%D8%B4%D8%AA%DB%8C_%D8%A7%D9%85%E2%80%8C%D8%A7%D8%B3%E2%80%8C%D8%B3%DB%8C_%D8%A2%D8%B1%DB%8C%D8%B3_%D8%AA%D9%88%D8%B3%D8%B7_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",25,1
1403.0,حمله هوایی ایران به اسرائیل,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",25,1
1363.0,برگزاری انتخابات دوره دوم مجلس شورای اسلامی,"[{'text': 'دوره دوم مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D8%AF%D9%88%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",26,1
1384.0,آغاز ناآرامی‌های اهواز,[],26,1
1386.0,رسانه‌های ایران به نقل از دادستان ماهشهر گزارش کردند که دست و پای یک زندانی که همدست یک سارق مسلح اعدام شده در این شهر بود، قطع شده‌ است,[],26,1
1387.0,حادثه ۲۶ فروردین فروند سوخو-۲۴ نهاجا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۶ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",26,1
1390.0,آغاز اعتراضات خوزستان,[],26,1
1391.0,رسوایی جنسی دیپلمات جمهوری اسلامی در برزیل,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'رسوایی جنسی دیپلمات جمهوری اسلامی در برزیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D8%A7%DB%8C%DB%8C_%D8%AC%D9%86%D8%B3%DB%8C_%D8%AF%DB%8C%D9%BE%D9%84%D9%85%D8%A7%D8%AA_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%AF%D8%B1_%D8%A8%D8%B1%D8%B2%DB%8C%D9%84'}]",26,1
1400.0,کشته شدن دو شهروند ایرانی توسط مرزبانی ترکیه,"[{'text': 'کشته شدن دو شهروند ایرانی توسط مرزبانی ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D9%87_%D8%B4%D8%AF%D9%86_%D8%AF%D9%88_%D8%B4%D9%87%D8%B1%D9%88%D9%86%D8%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C_%D8%AA%D9%88%D8%B3%D8%B7_%D9%85%D8%B1%D8%B2%D8%A8%D8%A7%D9%86%DB%8C_%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}]",26,1
1392.0,زمین‌لرزه سراوان,[],27,1
1346.0,نمایش تلویزیونی عروسکها، نخستین کارِ بهرام بیضایی، نخستین بار از تلویزیون ملی ایران پخش شد,"[{'text': 'بهرام بیضایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%A8%DB%8C%D8%B6%D8%A7%DB%8C%DB%8C'}, {'text': 'تلویزیون ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D8%B1%D8%A7%D8%AF%DB%8C%D9%88_%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",28,1
1380.0,ثبت رسمی میدان باغ کرمان به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",28,1
1385.0,موزه هنرهای معاصر فلسطین به شکل موقت شروع به کار کرد,"[{'text': 'موزه هنرهای معاصر فلسطین', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B2%D9%87_%D9%87%D9%86%D8%B1%D9%87%D8%A7%DB%8C_%D9%85%D8%B9%D8%A7%D8%B5%D8%B1_%D9%81%D9%84%D8%B3%D8%B7%DB%8C%D9%86'}]",28,1
1393.0,پنج‌شنبه سیاه اوین,"[{'text': 'شنبه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'پنج\u200cشنبه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%86%D8%AC%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'پنج\u200cشنبه سیاه اوین', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%86%D8%AC%E2%80%8C%D8%B4%D9%86%D8%A8%D9%87_%D8%B3%DB%8C%D8%A7%D9%87_%D8%A7%D9%88%DB%8C%D9%86'}]",28,1
1397.0,حادثه ۲۸ فروردین فروند بالگرد,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۸ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B8_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",28,1
1396.0,اجرای حکم قطع دست یک متهم به سرقت و قتل در زندان عادل‌آباد شیراز,[],29,1
1400.0,زمین‌لرزه بندر گناوه,[],29,1
1401.0,حادثه ۲۹ فروردین فروند بوئینگ ۷۳۷ هواپیمایی کاسپین,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۹ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",29,1
1252.0,آغاز نخستین سفر ناصرالدین‌شاه به اروپا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",30,1
1388.0,حادثه معدن باب نیزو,"[{'text': 'حادثه معدن باب نیزو', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AF%D8%AB%D9%87_%D9%85%D8%B9%D8%AF%D9%86_%D8%A8%D8%A7%D8%A8_%D9%86%DB%8C%D8%B2%D9%88'}]",30,1
1401.0,رسوایی سیسمونی گیت,"[{'text': 'سیسمونی گیت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B3%D9%85%D9%88%D9%86%DB%8C_%DA%AF%DB%8C%D8%AA'}]",30,1
1401.0,آغاز اعتراضات مالباختگان ایران,[],30,1
1384.0,حادثه ۳۱ فروردین فروند بوئینگ ۷۰۷ هواپیمایی ساها,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}, {'text': '۱ فروردین', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",31,1
1403.0,حمله اسرائیل به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حمله اسرائیل به ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",31,1
637.0,آغاز نگارش گلستان سعدی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سعدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%D8%AF%DB%8C'}, {'text': 'گلستان سعدی', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86_%D8%B3%D8%B9%D8%AF%DB%8C'}]",1,2
1341.0,سیل تهران,[],1,2
1367.0,تصویب اساسنامه سازمان میراث فرهنگی,"[{'text': 'تصویب', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B5%D9%88%DB%8C%D8%A8'}, {'text': 'سازمان میراث فرهنگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%DB%8C%D8%B1%D8%A7%D8%AB_%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C%D8%8C_%D8%B5%D9%86%D8%A7%DB%8C%D8%B9_%D8%AF%D8%B3%D8%AA%DB%8C_%D9%88_%DA%AF%D8%B1%D8%AF%D8%B4%DA%AF%D8%B1%DB%8C'}]",1,2
1377.0,ثبت رسمی پرستشگاه بت‌گوران به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پرستشگاه بت\u200cگوران', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%B3%D8%AA%D8%B4%DA%AF%D8%A7%D9%87_%D8%A8%D8%AA%E2%80%8C%DA%AF%D9%88%D8%B1%D8%A7%D9%86'}]",1,2
1377.0,ثبت رسمی پل لاتیدان به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پل لاتیدان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%84_%D9%84%D8%A7%D8%AA%DB%8C%D8%AF%D8%A7%D9%86'}]",1,2
1377.0,ثبت رسمی قلعه هرمز به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'قلعه هرمز', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D9%87_%D9%87%D8%B1%D9%85%D8%B2'}]",1,2
1377.0,ثبت رسمی باغ و گورستان ظهیرالدوله به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'باغ و گورستان ظهیرالدوله', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%BA_%D9%88_%DA%AF%D9%88%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%D8%B8%D9%87%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%87'}]",1,2
1392.0,حادثه ۱ اردیبهشت هواپیمای آموزشی نورثروپ اف-۵,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1,2
1395.0,روز پاسداشت هویت قوم لک,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1,2
1401.0,آغاز اعتراضات معلمان ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1,2
1402.0,آغاز اعتصابات کارگری ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1,2
1348.0,آغاز عملیات مشترک اروند,"[{'text': 'عملیات مشترک اروند', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%85%D8%B4%D8%AA%D8%B1%DA%A9_%D8%A7%D8%B1%D9%88%D9%86%D8%AF'}]",2,2
1376.0,ثبت ملی سردر باغ ملی با شماره ثبت ۱۹۶۷ به‌عنوان یکی از آثار ملی ایران,"[{'text': 'سردر باغ ملی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D8%AF%D8%B1_%D8%A8%D8%A7%D8%BA_%D9%85%D9%84%DB%8C'}]",2,2
1397.0,کشف پیکر بی‌جان و مومیایی‌شده رضاشاه در ایران,[],2,2
1284.0,آغاز تحصن بازرگانان در حرم عبدالعظیم در آستانه سفر مظفرالدین شاه به اروپا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عبدالعظیم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B1%D9%85_%D8%B4%D8%A7%D9%87_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B8%DB%8C%D9%85'}, {'text': 'مظفرالدین شاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87'}]",3,2
1399.0,ماهواره نور ۱ در مدار ۴۲۵ کیلومتری زمین قرار گرفت,"[{'text': 'زمین', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86'}, {'text': 'ماهواره نور', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D9%88%D8%A7%D8%B1%D9%87_%D9%86%D9%88%D8%B1'}]",3,2
224.0,نبرد هرمزدگان بین ساسانیان و اشکانیان که منجر به پیروزی ساسانیان و کشته شدن اردوان پنجم شد,"[{'text': 'اردوان پنجم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D9%88%D8%A7%D9%86_%DA%86%D9%87%D8%A7%D8%B1%D9%85'}, {'text': 'اشکانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%D8%B4%DA%A9%D8%A7%D9%86%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'ساسانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%B3%D8%A7%D8%B3%D8%A7%D9%86%DB%8C'}, {'text': 'نبرد هرمزدگان', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%87%D8%B1%D9%85%D8%B2%D8%AF%DA%AF%D8%A7%D9%86'}]",4,2
1305.0,تاجگذاری رضاشاه بنیان‌گذار سلسله پهلوی در کاخ گلستان تهران,"[{'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'کاخ گلستان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%AE_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}]",4,2
1319.0,اولین فرستنده رادیویی ایران در تهران تأسیس شد. این فرستنده رادیویی تنها هشت ساعت برنامه از جمله اخبارو موسیقی ایرانی را پخش می‌کرد,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",4,2
1339.0,زمین لرزه لار,[],4,2
1355.0,سیل خراسان,[],4,2
1368.0,فرمان بازنگری قانون اساسی جمهوری اسلامی ایران از سوی روح‌الله خمینی رهبر جمهوری اسلامی صادر گردیدم,"[{'text': 'بازنگری قانون اساسی جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D9%87%E2%80%8C%D9%BE%D8%B1%D8%B3%DB%8C_%D8%A8%D8%A7%D8%B2%D9%86%DA%AF%D8%B1%DB%8C_%D9%82%D8%A7%D9%86%D9%88%D9%86_%D8%A7%D8%B3%D8%A7%D8%B3%DB%8C_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}]",4,2
1401.0,وب‌سایت وزارت جهاد کشاورزی توسط یک گروه هکری به نام «از قیام تا سرنگونی» هک شد.,"[{'text': 'وزارت جهاد کشاورزی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D8%AC%D9%87%D8%A7%D8%AF_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%DB%8C'}]",4,2
1348.0,فرانسه - فرح پهلوی به همراهی آندره مالرو در پاریس خانه ایران را در خیابان شانز الیزه افتتاح کرد.,"[{'text': 'آندره مالرو', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%86%D8%AF%D8%B1%D9%87_%D9%85%D8%A7%D9%84%D8%B1%D9%88'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خیابان شانز الیزه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%86%D8%B2%D9%84%DB%8C%D8%B2%D9%87'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}, {'text': 'فرح پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AD_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'پاریس', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%DB%8C%D8%B3'}]",5,2
1388.0,ایران - نماد سبز به عنوان نمادی از آیین اسلام و پیشرفت ایران توسط ستاد انتخاباتی میر حسین موسوی انتخاب و تصویب شد.,"[{'text': 'آیین اسلام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%84%D8%A7%D9%85'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'میر حسین موسوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%D9%88%D8%B3%D9%88%DB%8C'}, {'text': 'نماد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%85%D8%A7%D8%AF'}, {'text': 'نماد سبز', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%85%D8%A7%D8%AF_%D8%B3%D8%A8%D8%B2'}]",5,2
1388.0,ایران - ماهواره امید (نخستین ماهواره ساخت ایران) با جو غلیظ مناطق غربی آمریکای جنوبی و اقیانوس آرام برخورد کرده و به عمر ۹۴ روزه خود پایان داده.,"[{'text': 'آمریکای جنوبی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%DB%8C_%D8%AC%D9%86%D9%88%D8%A8%DB%8C'}, {'text': 'اقیانوس آرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%82%DB%8C%D8%A7%D9%86%D9%88%D8%B3_%D8%A2%D8%B1%D8%A7%D9%85'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جو', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'غرب', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%B1%D8%A8'}, {'text': 'ماهواره', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D9%88%D8%A7%D8%B1%D9%87'}, {'text': 'ماهواره امید', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D9%88%D8%A7%D8%B1%D9%87_%D8%A7%D9%85%DB%8C%D8%AF'}]",5,2
