day,month,person,details,person_links,year
18.0,4.0,تامی حامی‌فر,کشته شده در وقایع حمله به کوی دانشگاه تهران (زاده ؟),"[{'text': 'تامی حامی\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D9%85%DB%8C_%D8%AD%D8%A7%D9%85%DB%8C%E2%80%8C%D9%81%D8%B1'}]",1378
18.0,4.0,آیت‌الله مهدی حائری یزدی,فیلسوف و فقیه شیعه و اولین سفیر ایران در آمریکا پس از انقلاب (زاده ۱۳۰۲),"[{'text': 'مهدی حائری یزدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AD%D8%A7%D8%A6%D8%B1%DB%8C_%DB%8C%D8%B2%D8%AF%DB%8C'}]",1378
25.0,4.0,حمید نطقی,نویسنده، مؤلف، شاعر (زاده ۱۲۹۹),"[{'text': 'حمید نطقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D9%86%D8%B7%D9%82%DB%8C'}]",1378
8.0,5.0,جلال‌الدین مجتبوی,فیلسوف (زاده ۱۳۰۷),"[{'text': 'جلال\u200cالدین مجتبوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AC%D8%AA%D8%A8%D9%88%DB%8C'}]",1378
15.0,5.0,پرویز شاپور,نویسنده و طنزپرداز و همسر فروغ فرخزاد (زاده ۱۳۰۲),"[{'text': 'پرویز شاپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%B4%D8%A7%D9%BE%D9%88%D8%B1'}]",1378
18.0,5.0,میرزا رحیم سامت,فقیه و عالم (زاده ۱۲۸۱),"[{'text': 'میرزا رحیم سامت', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B1%D8%AD%DB%8C%D9%85_%D8%B3%D8%A7%D9%85%D8%AA'}]",1378
3.0,6.0,علی قهاری,مجسمه‌ساز (زاده ۱۳۰۵),"[{'text': 'علی قهاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%82%D9%87%D8%A7%D8%B1%DB%8C'}]",1378
24.0,6.0,عبدالحسین زرین کوب,عارف، ادیب، تاریخ‌نگار، نویسنده، منتقد ادبی و مترجم (زادهٔ ۱۳۰۱),"[{'text': 'عبدالحسین زرین کوب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%B2%D8%B1%DB%8C%D9%86%E2%80%8C%DA%A9%D9%88%D8%A8'}]",1378
25.0,6.0,عبدالله توکل,مترجم (زاده ۱۳۰۳),"[{'text': 'عبدالله توکل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%AA%D9%88%DA%A9%D9%84'}]",1378
13.0,7.0,روح‌الله امامی,تدوینگر (زادهٔ ۱۳۱۹),"[{'text': 'روح\u200cالله امامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",1378
13.0,7.0,پهلوان یعقوبعلی شورورزی,کشتی‌گیر (زاده ۱۳۰۲),"[{'text': 'یعقوبعلی شورورزی', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%B9%D9%82%D9%88%D8%A8%D8%B9%D9%84%DB%8C_%D8%B4%D9%88%D8%B1%D9%88%D8%B1%D8%B2%DB%8C'}]",1378
21.0,7.0,هادی روحانی,امام جمعه بابل (زاده ۱۳۰۲),"[{'text': 'هادی روحانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D8%AF%DB%8C_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C'}]",1378
21.0,7.0,تیمسار سرلشکر قاسمعلی ظهیرنژاد,از فرماندگان بلند مرتبه ارتش ایران (زاده ۱۳۰۳),"[{'text': 'قاسمعلی ظهیرنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D8%B3%D9%85%D8%B9%D9%84%DB%8C_%D8%B8%D9%87%DB%8C%D8%B1%D9%86%DA%98%D8%A7%D8%AF'}]",1378
4.0,8.0,نورالدین کیانوری,از اعضای حزب توده (زادهٔ ۱۲۹۴),"[{'text': 'نورالدین کیانوری', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%DA%A9%DB%8C%D8%A7%D9%86%D9%88%D8%B1%DB%8C'}]",1378
4.0,8.0,منصور صارمی,موسیقیدان (زاده ۱۳۱۳),"[{'text': 'منصور صارمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%B5%D8%A7%D8%B1%D9%85%DB%8C'}]",1378
21.0,8.0,جهانگیر پارساخو,روزنامه‌نگار و طراح جدول در مطبوعات ایران (زاده ۱۳۱۳),"[{'text': 'جهانگیر پارساخو', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D9%BE%D8%A7%D8%B1%D8%B3%D8%A7%D8%AE%D9%88'}]",1378
4.0,9.0,هرمز وحید,گرافیست (زاده ۱۳۰۷),"[{'text': 'هرمز وحید', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%B1%D9%85%D8%B2_%D9%88%D8%AD%DB%8C%D8%AF'}]",1378
6.0,9.0,جعفر شهری,نویسنده (زادهٔ ۱۲۹۳),"[{'text': 'جعفر شهری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%B4%D9%87%D8%B1%DB%8C'}]",1378
17.0,9.0,حسین مکی,روزنامه‌نگار و سیاستمدار (زاده ۱۲۹۰),"[{'text': 'حسین مکی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DA%A9%DB%8C'}]",1378
19.0,9.0,مهدی تاکستانی,نوازنده تار (زاده ۱۳۰۴),"[{'text': 'مهدی تاکستانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AA%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",1378
25.0,9.0,غلامحسین بهمنیار,بازیگر (زاده ۱۳۰۶),"[{'text': 'غلامحسین بهمنیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D9%87%D9%85%D9%86%DB%8C%D8%A7%D8%B1'}]",1378
30.0,9.0,جلیل ضیاءپور,نقاش، پژوهشگر و مؤلف (زاده ۱۲۹۹),"[{'text': 'جلیل ضیاءپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%DB%8C%D9%84_%D8%B6%DB%8C%D8%A7%D8%A1%D9%BE%D9%88%D8%B1'}]",1378
15.0,10.0,ملوک ضرابی,خواننده موسیقی سنتی ایران (زاده ۱۲۸۶),"[{'text': 'ملوک ضرابی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%84%D9%88%DA%A9_%D8%B6%D8%B1%D8%A7%D8%A8%DB%8C'}]",1378
22.0,10.0,فیروز بهجت محمدی,بازیگر (زادهٔ ۱۳۱۵),"[{'text': 'فیروز بهجت محمدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2_%D8%A8%D9%87%D8%AC%D8%AA%E2%80%8C%D9%85%D8%AD%D9%85%D8%AF%DB%8C'}]",1378
24.0,10.0,بیژن جلالی,شاعر (زاده ۱۳۰۶),"[{'text': 'بیژن جلالی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%AC%D9%84%D8%A7%D9%84%DB%8C'}]",1378
30.0,10.0,جهانگیر حق‌شناس,وزیر راه در کابینه دوم محمد مصدق (زاده ۱۲۸۹),"[{'text': 'جهانگیر حق\u200cشناس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D8%AD%D9%82%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3'}]",1378
11.0,11.0,جعفر سلماسی,وزنه‌بردار (زاده ۱۲۹۰),"[{'text': 'جعفر سلماسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%B3%D9%84%D9%85%D8%A7%D8%B3%DB%8C'}]",1378
12.0,11.0,شاپور بنیاد,شاعر (زاده ۱۳۲۶),"[{'text': 'شاپور بنیاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D9%86%DB%8C%D8%A7%D8%AF'}]",1378
21.0,11.0,علی اردلان,اولین وزیر دارایی جمهوری اسلامی (زاده ۱۲۹۳),"[{'text': 'علی اردلان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%B1%D8%AF%D9%84%D8%A7%D9%86'}]",1378
29.0,11.0,نادر نادرپور,شاعر معاصر (زادهٔ ۱۳۰۸),"[{'text': 'نادر نادرپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%D9%86%D8%A7%D8%AF%D8%B1%D9%BE%D9%88%D8%B1'}]",1378
4.0,12.0,سید علینقی نقوی,سیاستمدار (زاده ۱۳۱۳),"[{'text': 'سید علینقی نقوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C%D9%86%D9%82%DB%8C_%D9%86%D9%82%D9%88%DB%8C'}]",1378
23.0,12.0,رستم شهزادی,از مترجمین گاهان و متونِ مزدیسنا، موبد و موبدان‌موبدِ (زاده ۱۲۹۱),"[{'text': 'رستم شهزادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D8%AA%D9%85_%D8%B4%D9%87%D8%B2%D8%A7%D8%AF%DB%8C'}]",1378
28.0,12.0,بابکن آودیسیان,تهیه‌کننده سینما ایرانی ارمنی‌تبار بود.,"[{'text': 'بابکن آودیسیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%DA%A9%D9%86_%D8%A2%D9%88%DB%8C%D8%AF%DB%8C%D8%B3%DB%8C%D8%A7%D9%86'}]",1378
4.0,1.0,رافیک آرزومانیان,فیلمبردار و تصویر بردار ایرانی ارمنی‌تبار (زاده ۱۳۲۳),"[{'text': 'رافیک آرزومانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D9%81%DB%8C%DA%A9_%D8%A2%D8%B1%D8%B2%D9%88%D9%85%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",1379
14.0,1.0,عباس سحاب,جغرافی‌دان و نقشه نگار (زاده ۱۳۰۰),"[{'text': 'عباس سحاب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%B3%D8%AD%D8%A7%D8%A8'}]",1379
17.0,1.0,نعمت‌الله گرجی,بازیگر ایرانی (زادهٔ ۱۳۰۵),"[{'text': 'نعمت\u200cالله گرجی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%DA%AF%D8%B1%D8%AC%DB%8C'}]",1379
18.0,1.0,محمدعلی فردین,بازیگر، کارگردان و کشتی‌گیر آزاد کار (زادهٔ ۱۳۰۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدعلی فردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%DB%8C%D9%86'}]",1379
18.0,1.0,سیروس جراح‌زاده,بازیگر و کارگردان (زاده ۱۳۰۹),"[{'text': 'سیروس جراح\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B1%D9%88%D8%B3_%D8%AC%D8%B1%D8%A7%D8%AD%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1379
28.0,1.0,جواد شیخ‌الاسلامی,تاریخنگار (زاده ۱۳۰۰),"[{'text': 'جواد شیخ\u200cالاسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%B4%DB%8C%D8%AE%E2%80%8C%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",1379
29.0,1.0,احمد مندوب هاشمی,بازیگر، دوبلور و مجری ایرانی,"[{'text': 'احمد مندوب هاشمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D9%86%D8%AF%D9%88%D8%A8_%D9%87%D8%A7%D8%B4%D9%85%DB%8C'}]",1379
8.0,2.0,نورالدین رضوی سروستانی,استاد آواز (زاده ۱۳۱۴),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نورالدین رضوی سروستانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%B3%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",1379
16.0,2.0,عبدالله شیبانی,پانزدهمین رئیس دانشگاه تهران (زاده ۱۲۸۲),"[{'text': 'عبدالله شیبانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B4%DB%8C%D8%A8%D8%A7%D9%86%DB%8C'}]",1379
16.0,2.0,احمد گلچین معانی,شاعر ایرانی (زادهٔ ۱۲۹۵),"[{'text': 'احمد گلچین معانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DA%AF%D9%84%DA%86%DB%8C%D9%86_%D9%85%D8%B9%D8%A7%D9%86%DB%8C'}]",1379
21.0,2.0,شیخ علی حجتی کرمانی,خطیب و نویسنده (زاده ۱۳۱۶),"[{'text': 'علی حجتی کرمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AD%D8%AC%D8%AA%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C'}]",1379
12.0,3.0,سید عباس ابوترابی‌فرد,سیاستمدار (زاده ۱۲۹۵),"[{'text': 'سید عباس ابوترابی\u200cفرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%D8%A8%D9%88%D8%AA%D8%B1%D8%A7%D8%A8%DB%8C%E2%80%8C%D9%81%D8%B1%D8%AF'}]",1379
12.0,3.0,سید علی‌اکبر ابوترابی‌فرد,سیاستمدار (زاده ۱۳۱۸),"[{'text': 'سید علی\u200cاکبر ابوترابی\u200cفرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D8%A8%D9%88%D8%AA%D8%B1%D8%A7%D8%A8%DB%8C%E2%80%8C%D9%81%D8%B1%D8%AF'}]",1379
13.0,3.0,آنتونی کوئین,بازیگر آمریکایی (زاده ۱۲۹۴),"[{'text': 'آنتونی کوئین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%86%D8%AA%D9%88%D9%86%DB%8C_%DA%A9%D9%88%D8%A6%DB%8C%D9%86'}]",1379
16.0,3.0,هوشنگ گلشیری,نویسنده ایرانی (زادهٔ ۱۳۱۶),"[{'text': 'هوشنگ گلشیری', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%DA%AF%D9%84%D8%B4%DB%8C%D8%B1%DB%8C'}]",1379
27.0,3.0,نصرت رحمانی,شاعر (زادهٔ ۱۳۰۸),"[{'text': 'نصرت رحمانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%AA_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C'}]",1379
14.0,4.0,مهرانگیز منوچهریان,سیاست‌مدار ایرانی (زادهٔ ۱۲۸۵),"[{'text': 'مهر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1'}, {'text': 'مهرانگیز منوچهریان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%A7%D9%86%DA%AF%DB%8C%D8%B2_%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1%DB%8C%D8%A7%D9%86'}]",1379
18.0,4.0,اف‌ام ۲۰۳۰ (فریدون م اسفندیاری),نویسنده، فیلسوف، نظریه‌پرداز ترابشریت، مشاور و آینده‌پژوه (زاده ۱۳۰۹),"[{'text': 'اسفند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF'}, {'text': 'اف\u200cام ۲۰۳۰', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%81%E2%80%8C%D8%A7%D9%85-%DB%B2%DB%B0%DB%B3%DB%B0'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1379
24.0,4.0,سعید رابعی,گوینده رادیو (زاده ۱۳۳۳),"[{'text': 'سعید رابعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%B1%D8%A7%D8%A8%D8%B9%DB%8C'}]",1379
24.0,4.0,یحیی مهدوی,فیلسوف (زاده ۱۲۸۷),"[{'text': 'یحیی مهدوی', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D9%85%D9%87%D8%AF%D9%88%DB%8C'}]",1379
19.0,5.0,عبدالحسین سمیعی,وزیر علوم و آموزش عالی ایران در دولت امیرعباس هویدا (زاده ۱۳۰۹),"[{'text': 'عبدالحسین سمیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%85%DB%8C%D8%B9%DB%8C'}]",1379
2.0,5.0,احمد شاملو,شاعر، نویسنده، روزنامه‌نگار، پژوهشگر، مترجم و فرهنگ‌نویس (زادهٔ ۱۳۰۴),"[{'text': 'احمد شاملو', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B4%D8%A7%D9%85%D9%84%D9%88'}]",1379
21.0,5.0,روبیک منصوری,آهنگ ساز، تنظیم‌کننده موسیقی (زاده ۱۳۱۶),"[{'text': 'روبیک منصوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%A8%DB%8C%DA%A9_%D9%85%D9%86%D8%B5%D9%88%D8%B1%DB%8C'}]",1379
21.0,6.0,میرزا علی احمدی میانجی,روحانی شیعه (زاده ۱۳۰۵),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'میرزا علی احمدی میانجی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B9%D9%84%DB%8C_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C_%D9%85%DB%8C%D8%A7%D9%86%D8%AC%DB%8C'}]",1379
27.0,6.0,محمدتقی شکرایی,بازیگر و تهیه‌کننده (زاده ۱۳۰۴),"[{'text': 'محمدتقی شکرایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B4%DA%A9%D8%B1%D8%A7%DB%8C%DB%8C'}]",1379
14.0,7.0,فریدون گرایلی,معلم، پژوهشگر، نویسنده، شاعر (زاده ۱۳۲۱),"[{'text': 'فریدون گرایلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%DA%AF%D8%B1%D8%A7%DB%8C%D9%84%DB%8C'}]",1379
29.0,8.0,ایرج وامقی,شاعر و زبان‌شناس (زاده ۱۳۱۱),"[{'text': 'ایرج وامقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%88%D8%A7%D9%85%D9%82%DB%8C'}]",1379
3.0,8.0,فریدون مشیری,شاعر ایرانی (زادهٔ ۱۳۰۵),"[{'text': 'فریدون مشیری', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%85%D8%B4%DB%8C%D8%B1%DB%8C'}]",1379
19.0,8.0,محسن کلهر,صدابردار و صداگذار (زاده ۱۳۱۷),"[{'text': 'محسن کلهر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%DA%A9%D9%84%D9%87%D8%B1'}]",1379
9.0,9.0,فریده قطبی,مادر فرح پهلوی.,"[{'text': 'فریده قطبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%87_%D9%82%D8%B7%D8%A8%DB%8C'}]",1379
11.0,9.0,علی‌اصغر گرمسیری,بازیگر تئاتر (زاده ۱۲۹۰),"[{'text': 'علی\u200cاصغر گرمسیری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%DA%AF%D8%B1%D9%85%D8%B3%DB%8C%D8%B1%DB%8C'}]",1379
9.0,10.0,هوشنگ حسامی,روزنامه‌نگار و کارگردان (زاده ۱۳۱۷),"[{'text': 'هوشنگ حسامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%AD%D8%B3%D8%A7%D9%85%DB%8C'}]",1379
28.0,10.0,یحیی ذکا,محقق ایرانی (زادهٔ ۱۲۹۱),"[{'text': 'یحیی ذکا', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%B0%DA%A9%D8%A7'}]",1379
6.0,1.0,محمدعلی گویا,شاعر و طنز پرداز (زاده ۱۳۱۳),"[{'text': 'محمدعلی گویا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%DA%AF%D9%88%DB%8C%D8%A7'}]",1380
11.0,1.0,محمدباقر نیو,بنیان‌گذار صنعت کاشی، نساجی جدید، ضرابخانه و چینی‌سازی در ایران و اولین دانش آموخته مهندسی در ایران (زاده ۱۲۸۸),"[{'text': 'محمدباقر نیو', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D9%86%DB%8C%D9%88'}]",1380
12.0,1.0,سرتیپ دوم جلیل زندی,خلبان (زاده ۱۳۳۰),"[{'text': 'جلیل زندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%DB%8C%D9%84_%D8%B2%D9%86%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1380
29.0,1.0,عزت‌الله دامادی,سیاستمدار (زاده ۱۳۲۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عزت\u200cالله دامادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D8%A7%D9%85%D8%A7%D8%AF%DB%8C'}]",1380
7.0,2.0,ژوزف واعظیان,تهیه‌کننده، نویسنده و کارگردان تئاتر و سینما (زادهٔ ۱۲۹۷),"[{'text': 'ژوزف واعظیان', 'url': 'https://fa.wikipedia.org/wiki/%DA%98%D9%88%D8%B2%D9%81_%D9%88%D8%A7%D8%B9%D8%B8%DB%8C%D8%A7%D9%86'}]",1380
27.0,2.0,اترک طیار,سیاستمدار (زاده ۱۳۳۴),"[{'text': 'اترک طیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AA%D8%B1%DA%A9_%D8%B7%DB%8C%D8%A7%D8%B1'}]",1380
27.0,2.0,رحمان دادمان - وزیر راه و ترابری در دولت محمد خاتمی,,"[{'text': 'رحمان دادمان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%D9%85%D8%A7%D9%86_%D8%AF%D8%A7%D8%AF%D9%85%D8%A7%D9%86'}, {'text': 'محمد خاتمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D8%A7%D8%AA%D9%85%DB%8C'}]",1380
3.0,3.0,جمیله شیخی,هنرپیشه (زادهٔ ۱۳۰۹),"[{'text': 'جمیله شیخی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%DB%8C%D9%84%D9%87_%D8%B4%DB%8C%D8%AE%DB%8C'}]",1380
14.0,3.0,صادق احسانبخش,امام جمعه رشت (زاده ۱۳۰۹),"[{'text': 'صادق احسانبخش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%A7%D8%AD%D8%B3%D8%A7%D9%86%D8%A8%D8%AE%D8%B4'}]",1380
20.0,3.0,لیلا پهلوی,شاهدخت و پنجمین فرزند محمدرضا پهلوی (زادهٔ ۱۳۴۹),"[{'text': 'لیلا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1380
11.0,4.0,هارون شفیقی,شاعر (زاده ۱۲۹۶),"[{'text': 'هارون شفیقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D9%88%D9%86_%D8%B4%D9%81%DB%8C%D9%82%DB%8C'}]",1380
28.0,4.0,منصور والامقام,بازیگر و دوبلور (زاده ۱۳۱۵),"[{'text': 'منصور والامقام', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D9%88%D8%A7%D9%84%D8%A7%D9%85%D9%82%D8%A7%D9%85'}]",1380
30.0,4.0,جعفر پورهاشمی,آهنگساز، نوازننده و خواننده (زاده ۱۳۰۵),"[{'text': 'جعفر پورهاشمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%D9%88%D8%B1%D9%87%D8%A7%D8%B4%D9%85%DB%8C'}]",1380
1.0,5.0,جعفر شعار,قرآن پژوه (زاده ۱۳۰۴),"[{'text': 'جعفر شعار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%B4%D8%B9%D8%A7%D8%B1'}]",1380
