year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english
1348,12,12,آقابزرگ تهرانی,کتاب‌شناس و پژوهشگر,"[{'text': 'آقابزرگ تهرانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D8%A8%D8%B2%D8%B1%DA%AF_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D8%A8%D8%B2%D8%B1%DA%AF_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C,1970,03,03,https://en.wikipedia.org/wiki/Agha_Bozorg_Tehrani
1349,2,16,بدیع‌الزمان فروزانفر,ادیب سرشناس ایرانی و استاد زبان و ادبیات فارسی,"[{'text': 'بدیع\u200cالزمان فروزانفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%AF%DB%8C%D8%B9%E2%80%8C%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%86_%D9%81%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%81%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A8%D8%AF%DB%8C%D8%B9%E2%80%8C%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%86_%D9%81%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%81%D8%B1,1970,05,06,https://en.wikipedia.org/wiki/Badiozzaman_Forouzanfar
1350,4,5,احمد متین دفتری,سیاستمدار ایرانی,"[{'text': 'احمد متین دفتری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D8%AA%DB%8C%D9%86%E2%80%8C%D8%AF%D9%81%D8%AA%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D8%AA%DB%8C%D9%86%E2%80%8C%D8%AF%D9%81%D8%AA%D8%B1%DB%8C,1971,06,26,https://en.wikipedia.org/wiki/Ahmad_Matin-Daftari
1351,4,5,حسن زیرک,خواننده کُرد,"[{'text': 'حسن زیرک', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B2%DB%8C%D8%B1%DA%A9'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B2%DB%8C%D8%B1%DA%A9,1972,06,26,https://en.wikipedia.org/wiki/Hassan_Zirak
1352,8,19,محمد ساعد,سیاستمدار و نخست وزیر ایران در دوره پهلوی,"[{'text': 'محمد ساعد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B3%D8%A7%D8%B9%D8%AF_%D9%85%D8%B1%D8%A7%D8%BA%D9%87%E2%80%8C%D8%A7%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B3%D8%A7%D8%B9%D8%AF_%D9%85%D8%B1%D8%A7%D8%BA%D9%87%E2%80%8C%D8%A7%DB%8C,1973,11,10,https://en.wikipedia.org/wiki/Mohammad_Sa%27ed
1355,4,19,عبدالحسین میرسپاسی,روانپزشک |ایرانی (ز. ۱۲۸۶),"[{'text': 'عبدالحسین میرسپاسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%B3%D9%BE%D8%A7%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%B3%D9%BE%D8%A7%D8%B3%DB%8C,1976,07,10,<No English page found>
1355,9,19,حاج آقا رحیم ارباب,از علمای اصفهان,"[{'text': 'حاج آقا رحیم ارباب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%DB%8C%D9%85_%D8%A7%D8%B1%D8%A8%D8%A7%D8%A8'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%DB%8C%D9%85_%D8%A7%D8%B1%D8%A8%D8%A7%D8%A8,1976,12,10,https://en.wikipedia.org/wiki/Rahim_Arbab
1355,10,30,نورعلی برومند,استاد موسیقی و نوازنده (ز. ۱۲۸۵),"[{'text': 'نورعلی برومند', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%B9%D9%84%DB%8C_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%B9%D9%84%DB%8C_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF,1977,01,20,<No English page found>
1357,1,15,اسدالله علم,نخست‌وزیر و وزیر دربار,"[{'text': 'اسدالله علم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D9%84%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D9%84%D9%85,1978,04,04,https://en.wikipedia.org/wiki/Asadollah_Alam
1357,7,23,نورالدین اشنی,فقیه,"[{'text': 'نورالدین اشنی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%B4%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%B4%D9%86%DB%8C,1978,10,15,https://en.wikipedia.org/wiki/Noureddin_Esheni_Qudejani
1357,11,26,رضا ناجی,فرماندار نظامی اصفهان,"[{'text': 'رضا ناجی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%86%D8%A7%D8%AC%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%86%D8%A7%D8%AC%DB%8C,1979,02,15,<No English page found>
1357,12,22,نادر جهانبانی,نظامی (ز. ۱۳۰۷),"[{'text': 'نادر جهانبانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C,1979,03,13,https://en.wikipedia.org/wiki/Nader_Jahanbani
1358,1,20,منوچهر آزمون,سیاست‌مدار دوره پهلوی (اعدام),"[{'text': 'منوچهر آزمون', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%D8%B2%D9%85%D9%88%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%D8%B2%D9%85%D9%88%D9%86,1979,04,09,https://en.wikipedia.org/wiki/Manouchehr_Azmoun
1358,1,22,محمد علی علامه وحیدی (اعدام),نیابت تولیت مدرسه سپهسالار,"[{'text': 'محمد علی علامه وحیدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B9%D9%84%D8%A7%D9%85%D9%87_%D9%88%D8%AD%DB%8C%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B9%D9%84%D8%A7%D9%85%D9%87_%D9%88%D8%AD%DB%8C%D8%AF%DB%8C,1979,04,11,<No English page found>
1358,4,24,حسین‌قلی طاطایی,موسیقی‌دان، نوازنده ویولن,"[{'text': 'حسین\u200cقلی طاطایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%E2%80%8C%D9%82%D9%84%DB%8C_%D8%B7%D8%A7%D8%B7%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%E2%80%8C%D9%82%D9%84%DB%8C_%D8%B7%D8%A7%D8%B7%D8%A7%DB%8C%DB%8C,1979,07,15,<No English page found>
1358,9,27,محمد مفتح,روحانی ایرانی و عضو شورای انقلاب (زاده ۱۳۰۷),"[{'text': 'محمد مفتح', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%81%D8%AA%D8%AD'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%81%D8%AA%D8%AD,1979,12,18,https://en.wikipedia.org/wiki/Mohammad_Mofatteh
1358,10,10,جواد بدیع زاده,خواننده، موسیقیدان و نواساز (زاده ۱۲۸۱),"[{'text': 'جواد بدیع زاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%A8%D8%AF%DB%8C%D8%B9%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%A8%D8%AF%DB%8C%D8%B9%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,1979,12,31,<No English page found>
1358,12,5,پرویز فنی‌زاده,بازیگر ایرانی (زاده ۱۳۱۶),"[{'text': 'پرویز فنی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%81%D9%86%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%81%D9%86%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,1980,02,24,https://en.wikipedia.org/wiki/Parviz_Fannizadeh
1360,2,8,علی‌اکبر شیرودی,از نظامیان و خلبانان معروف ایرانی,"[{'text': 'علی\u200cاکبر شیرودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B4%DB%8C%D8%B1%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B4%DB%8C%D8%B1%D9%88%D8%AF%DB%8C,1981,04,28,<No English page found>
1360,6,8,محمد جواد باهنر,نخست‌وزیر ایران,"[{'text': 'محمد جواد باهنر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%A8%D8%A7%D9%87%D9%86%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%A8%D8%A7%D9%87%D9%86%D8%B1,1981,08,30,https://en.wikipedia.org/wiki/Mohammad-Javad_Bahonar
1360,6,8,محمد علی رجایی,رئیس‌جمهور ایران,"[{'text': 'محمد علی رجایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B1%D8%AC%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B1%D8%AC%D8%A7%DB%8C%DB%8C,1981,08,30,https://en.wikipedia.org/wiki/Mohammad-Ali_Rajai
1360,7,7,جواد فکوری,خلبان,"[{'text': 'جواد فکوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D9%81%DA%A9%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D9%81%DA%A9%D9%88%D8%B1%DB%8C,1981,09,29,https://en.wikipedia.org/wiki/Javad_Fakoori
1360,7,7,ولی‌الله فلاحی,سرتیپ نیروی زمینی جمهوری اسلامی ایران,"[{'text': 'ولی\u200cالله فلاحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D9%84%DB%8C%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%84%D8%A7%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%88%D9%84%DB%8C%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%84%D8%A7%D8%AD%DB%8C,1981,09,29,https://en.wikipedia.org/wiki/Valiollah_Fallahi
1360,9,4,اسماعیل شاهرودی,شاعر,"[{'text': 'اسماعیل شاهرودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C,1981,11,25,<No English page found>
1360,10,1,مجتبی استکی,,"[{'text': 'مجتبی استکی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%A7%D8%B3%D8%AA%DA%A9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%A7%D8%B3%D8%AA%DA%A9%DB%8C,1981,12,22,<No English page found>
1361,7,23,عطاءالله اشرفی اصفهانی,روحانی شیعه,"[{'text': 'عطاءالله اشرفی اصفهانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%A1%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D8%B4%D8%B1%D9%81%DB%8C_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%A1%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D8%B4%D8%B1%D9%81%DB%8C_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C,1982,10,15,https://en.wikipedia.org/wiki/Ata%27ollah_Ashrafi_Esfahani
1361,9,4,محمود ثنایی,شاعر,"[{'text': 'محمود ثنایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AB%D9%86%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AB%D9%86%D8%A7%DB%8C%DB%8C,1982,11,25,<No English page found>
1362,1,2,عبدالله انتظام,سیاستمدار,"[{'text': 'عبدالله انتظام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85,1983,03,22,https://en.wikipedia.org/wiki/Abdollah_Entezam
1362,1,25,رضا چراغی,نظامی,"[{'text': 'رضا چراغی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%DA%86%D8%B1%D8%A7%D8%BA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%DA%86%D8%B1%D8%A7%D8%BA%DB%8C,1983,04,14,<No English page found>
1362,5,14,ربابه مراداوا,خواننده شهیر موسیقی مقامی آذربایجانی، ایرانی‌تبار آذربایجانی,"[{'text': 'ربابه مراداوا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A8%D8%A7%D8%A8%D9%87_%D9%85%D8%B1%D8%A7%D8%AF%D9%88%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%A8%D8%A7%D8%A8%D9%87_%D9%85%D8%B1%D8%A7%D8%AF%D9%88%D8%A7,1983,08,05,https://en.wikipedia.org/wiki/Rubaba_Muradova
1362,10,17,لطف‌الله مفخم پایان,موسیقی‌دان,"[{'text': 'لطف\u200cالله مفخم پایان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%B7%D9%81%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D9%81%D8%AE%D9%85%E2%80%8C%D9%BE%D8%A7%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%84%D8%B7%D9%81%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D9%81%D8%AE%D9%85%E2%80%8C%D9%BE%D8%A7%DB%8C%D8%A7%D9%86,1984,01,07,<No English page found>
1362,11,18,ارتشبد غلامعلی اویسی,ارتشبد نیروی زمینی شاهنشاهی,"[{'text': 'ارتشبد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4%D8%A8%D8%AF'}, {'text': 'ارتشبد غلامعلی اویسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%A7%D9%88%DB%8C%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%A7%D9%88%DB%8C%D8%B3%DB%8C,1984,02,07,https://en.wikipedia.org/wiki/Gholam_Ali_Oveissi
1362,11,24,رضا رادمنش,از اعضای حزب توده,"[{'text': 'رضا رادمنش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B1%D8%A7%D8%AF%D9%85%D9%86%D8%B4'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B1%D8%A7%D8%AF%D9%85%D9%86%D8%B4,1984,02,13,https://en.wikipedia.org/wiki/Reza_Radmanesh
1362,12,6,بهرام افضلی,ناخدا یکم نیروی دریایی ارتش جمهوری اسلامی ایران و فرمانده آن نیرو طی سال‌های ۱۳۵۹ تا ۱۳۶۲,"[{'text': 'بهرام افضلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%A7%D9%81%D8%B6%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%A7%D9%81%D8%B6%D9%84%DB%8C,1984,02,25,https://en.wikipedia.org/wiki/Bahram_Afzali
1363,2,24,حبیب یغمایی,شاعر,"[{'text': 'حبیب یغمایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8_%DB%8C%D8%BA%D9%85%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8_%DB%8C%D8%BA%D9%85%D8%A7%DB%8C%DB%8C,1984,05,14,<No English page found>
1363,7,4,محمود تفضلی,مترجم,"[{'text': 'محمود تفضلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AA%D9%81%D8%B6%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AA%D9%81%D8%B6%D9%84%DB%8C,1984,09,26,<No English page found>
1363,7,19,سید کریم امیری فیروزکوهی,شاعر,"[{'text': 'سید کریم امیری فیروزکوهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%DA%A9%D8%B1%DB%8C%D9%85_%D8%A7%D9%85%DB%8C%D8%B1%DB%8C_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%DA%A9%D9%88%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%DA%A9%D8%B1%DB%8C%D9%85_%D8%A7%D9%85%DB%8C%D8%B1%DB%8C_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%DA%A9%D9%88%D9%87%DB%8C,1984,10,11,https://en.wikipedia.org/wiki/Seyed_Karim_Amiri_Firuzkuhi
1363,9,12,بهرام صادقی,نویسنده,"[{'text': 'بهرام صادقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C,1984,12,03,https://en.wikipedia.org/wiki/Bahram_Sadeghi
1363,10,20,غلام‌عباس آرام,سیاستمدار و از وزیران امور خارجه ایران در دوره پهلوی.,"[{'text': 'غلام\u200cعباس آرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%E2%80%8C%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A2%D8%B1%D8%A7%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%E2%80%8C%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A2%D8%B1%D8%A7%D9%85,1985,01,10,https://en.wikipedia.org/wiki/Abbas_Aram
1363,12,22,حسین گل‌گلاب,شاعر,"[{'text': 'حسین گل\u200cگلاب', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DA%AF%D9%84%E2%80%8C%DA%AF%D9%84%D8%A7%D8%A8'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DA%AF%D9%84%E2%80%8C%DA%AF%D9%84%D8%A7%D8%A8,1985,03,13,https://en.wikipedia.org/wiki/Hossein_Gol-e-Golab
1363,12,25,مهدی باکری,فرمانده سپاه,"[{'text': 'مهدی باکری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A8%D8%A7%DA%A9%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A8%D8%A7%DA%A9%D8%B1%DB%8C,1985,03,16,https://en.wikipedia.org/wiki/Mehdi_Bakeri
1364,3,9,فریدون توللی,شاعر,"[{'text': 'فریدون توللی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%AA%D9%88%D9%84%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%AA%D9%88%D9%84%D9%84%DB%8C,1985,05,30,https://en.wikipedia.org/wiki/Fereidoon_Tavallali
1364,4,17,محمدمهدی ربانی املشی,روحانی و سیاست‌مدار,"[{'text': 'محمدمهدی ربانی املشی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%D8%B1%D8%A8%D8%A7%D9%86%DB%8C_%D8%A7%D9%85%D9%84%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%D8%B1%D8%A8%D8%A7%D9%86%DB%8C_%D8%A7%D9%85%D9%84%D8%B4%DB%8C,1985,07,08,<No English page found>
1364,9,2,غلامحسین ساعدی,نویسنده,"[{'text': 'غلامحسین ساعدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D8%A7%D8%B9%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D8%A7%D8%B9%D8%AF%DB%8C,1985,11,23,https://en.wikipedia.org/wiki/Gholam-Hossein_Sa%27edi
1364,12,1,سید نورالدین رحیمی,روحانی,"[{'text': 'سید نورالدین رحیمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B1%D8%AD%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B1%D8%AD%DB%8C%D9%85%DB%8C,1986,02,20,<No English page found>
1365,1,14,سید محمدکاظم شریعتمداری,مرجع تقلید شیعه,"[{'text': 'سید محمدکاظم شریعتمداری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%DA%A9%D8%A7%D8%B8%D9%85_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%D9%85%D8%AF%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%DA%A9%D8%A7%D8%B8%D9%85_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%D9%85%D8%AF%D8%A7%D8%B1%DB%8C,1986,04,03,https://en.wikipedia.org/wiki/Mohammad_Kazem_Shariatmadari
1365,3,19,ذبیح‌الله منصوری,مترجم,"[{'text': 'ذبیح\u200cالله منصوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B0%D8%A8%DB%8C%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D9%86%D8%B5%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B0%D8%A8%DB%8C%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D9%86%D8%B5%D9%88%D8%B1%DB%8C,1986,06,09,<No English page found>
1365,8,18,کریم کشاورز,مترجم,"[{'text': 'کریم کشاورز', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2,1986,11,09,<No English page found>
1365,8,27,منوچهر بزرگمهر,حقوقدان,"[{'text': 'منوچهر بزرگمهر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A8%D8%B2%D8%B1%DA%AF%D9%85%D9%87%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A8%D8%B2%D8%B1%DA%AF%D9%85%D9%87%D8%B1,1986,11,18,<No English page found>
1365,11,18,سید محسن صفوی,فرمانده,"[{'text': 'سید محسن صفوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86_%D8%B5%D9%81%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86_%D8%B5%D9%81%D9%88%DB%8C,1987,02,07,<No English page found>
